case,speaker,content,is_fraud
案例-2,安静,吴丹，我最近发现了一个很好的平台叫中鑫金业App，他们那里的黄金价格比市场价便宜20块，你可以试试看，我自己买了几次都赚了不少。,True
案例-2,吴丹,真的吗？我还是有点担心。不知道这平台可靠吗？,False
案例-2,安静,完全可以放心，就在App Store上可以下载，黄金到货后，我专门去金店验过，是足金！而且你看，每天都有抢购活动，要是你手速够快，一定赚翻。,True
案例-2,吴丹,听你这么说，我确实心动了，那我先买10克试试看。,False
案例-2,客服,您好，欢迎使用中鑫金业App，您所购买的10克黄金已成功下单，请耐心等待发货。,False
案例-2,吴丹,谢谢，我会尽快安排验货的。,False
案例-2,客服,好的，祝您使用愉快！,False
案例-2,吴丹,确实是足金，赚了200块。再买点多的试试，这样比我上班赚钱还要容易。,False
案例-2,安静,恭喜啊！我看你运气不错，这次我又发现了一个限量抢购活动，特别合算，不要错过了！,True
案例-2,吴丹,好，我这次要多买点！,False
案例-2,客服,您好，感谢您的购买，您的订单已确认，我们会尽快安排发货。,False
案例-2,吴丹,客服，我抢了760克黄金，怎么一直没发货？,False
案例-2,客服,您好，由于订单量较大，发货有所延迟，请您耐心等待。,False
案例-2,吴丹,但是我看到很多人都没收到货，客服也变成自动回复了，怎么回事？,False
案例-2,范某某,大家不要紧张，我们这两天正在处理，一定会给大家发货的，请再耐心等一等。,True
案例-2,许科,这到底怎么回事？范某某你还靠谱不？我们可是投了很多钱进去的。,False
案例-2,范某某,我理解大家的心情，最近可能会有一些延误，我们会尽快处理好，确保大家的利益不受损害。,True
案例-2,吴丹,许科，我也被骗了，我们得想办法报警。,False
案例-2,许科,对，我已经报案了，范某某也被警方带走了，现在我们需要统计所有受害者的信息。,False
案例-3,李伟,你好，我是李伟，看到你朋友推荐你，加个好友可以吗？,False
案例-3,张涛,你好，我是张涛，没问题，请多指教。,False
案例-3,李伟,张涛，你好！你的朋友圈好丰富，有时间聊聊吗？,False
案例-3,张涛,哈哈，谢谢夸奖，有时间聊聊吧。,False
案例-3,李伟,我最近在做一些投资项目，收益还不错。你有兴趣了解一下吗？,True
案例-3,张涛,投资项目？什么类型的项目呢？我最近也想着找些投资机会。,False
案例-3,李伟,是一个网络投资项目，操作很简单，只要跟着我操作，回报率很高。,True
案例-3,张涛,这么好？听起来不错，能给我详细介绍一下吗？,False
案例-3,李伟,当然，我给你发一些收益截图看看。我朋友上个月投了两万，赚了八千回来。,True
案例-3,张涛,哇，这么高的收益，我也有点心动.,False
案例-3,李伟,对的，真的很划算。你只需汇款到这个境外账户，然后将转账凭证发给我就行。,True
案例-3,张涛,境外账户？为什么是境外账户？,False
案例-3,李伟,这样能够确保资金安全，因为我们这个平台是国际化的，所有资金都是在境外操作的。,True
案例-3,张涛,哦，明白了，那你能再帮我详细解释一下如何操作吗？,False
案例-3,李伟,当然没问题。为了方便沟通，你先下载一个这个专用的软件，我们在上面交流比微信方便多了。,True
案例-3,张涛,好的，我这就下载。,False
案例-3,李伟,对了，安装软件过程中可能会需要你填写一些个人信息，比如身份证和银行卡号。这是为了验证你的身份，确保账户安全。,True
案例-3,张涛,这样啊，好像有点复杂，不过如果真的能赚到钱，我还是愿意试试的。,False
案例-3,李伟,放心吧，没有问题的。等你安装好了，我们再一步步来操作。,True
案例-3,张涛,好的，我安装好了。,False
案例-3,李伟,太好了，那我们开始吧。首先你把身份证和银行卡信息拍照发给我。,True
案例-4,王强,你好，我是投资顾问王强，刚好看到你在投资论坛的发言，对你的投资理念很有兴趣，可以加你微信交流一下吗？,False
案例-4,李红梅,你好王强，可以啊，我也正在寻找新的投资方向呢。,False
案例-4,王强,非常高兴认识你。我最近在一个投资平台上做得不错，盈利情况非常理想。有时间的话可以给你详细介绍一下。,True
案例-4,李红梅,太好了，我对新的投资机会很有兴趣。可以跟我多说说这个平台吗？,False
案例-4,王强,当然可以，这个平台叫做财富源泉，是一个非常正规的国际投资平台。我自己投了一些钱进去，目前的盈利已经翻了好几倍。,True
案例-4,李红梅,听起来很不错，你能教我怎么开始吗？,False
案例-4,王强,没问题，首先你需要注册一个账户，填写一些基本信息，然后我们会有专业的投资顾问带你进行第一笔投资。,True
案例-4,李红梅,好的，我已经注册好了，接下来该怎么做呢？,False
案例-4,王强,很好。接下来你需要存入一笔启动资金，我们建议是5000元起步，这样盈利的速度会比较快。,True
案例-4,李红梅,5000元，对我来说这个数额还可以接受。我很快就会存入资金。,False
案例-4,王强,非常好，存入后我们会立即开始操作，并且你可以随时查看账户的盈利情况。,True
案例-4,李红梅,我已经存入了，你能看到吗？,False
案例-4,王强,看到了，非常棒，我们现在开始着手投资，保持关注账户，你会看到盈利的。,True
案例-4,李红梅,我看到账户里的金额已经开始增长了，这个平台真的很厉害。,False
案例-4,王强,没错，这只是开始阶段，后面有更大的盈利机会。如果你再追加投资，我们可以进行更大规模的操作。,True
案例-4,李红梅,可以的，我再追加一些资金。,False
案例-4,王强,很好，追加后我们会进入更高收益的投资项目，这将会让你的资金快速增长。,True
案例-4,李红梅,我已经追加了，希望可以赚到更多。,False
案例-4,王强,没问题，我们会随时提供帮助，请放心。,False
案例-4,李红梅,谢谢你，你们的平台真的让我看到了赚钱的希望。,False
案例-4,王强,哈哈，没关系，只要我们合作，你一定会赚大钱的。,True
案例-5,潘某,嘿，郑某，你最近有考虑过投资吗？我最近发现了一个超棒的平台，只要跟着我操作，稳赚不赔哦！,True
案例-5,郑某,真的吗？听起来很不错啊，怎么操作呢？,False
案例-5,潘某,非常简单，你先扫码加入这个平台，然后按照指示充值一百块钱测试一下。相信我，肯定能赚！,True
案例-5,郑某,好吧，我试试看。,False
案例-5,郑某,诶，我看到真的有收益了！不过，怎么提现呢？,False
案例-5,潘某,哦，提现这个嘛，需要满足一定的条件。你再充点钱进去，等达到了条件，就可以顺利提现了。,True
案例-5,郑某,那好吧，我再试试看。,False
案例-5,郑某,我又充了，但为什么还是不能提现？,False
案例-5,潘某,别急，我们是正规平台，不会跑的。可能是你的投资金额不够，试试充更多点呢？要不，你可以考虑通过其他平台贷款来投资，这样收益也会更高。,True
案例-5,郑某,那好吧，我通过一些平台贷款充了四万多，这下总能提现了吧？,False
案例-5,郑某,为什么还是不能提现？已经四万多了啊！,False
案例-5,潘某,你放心，一定能提现的。我们平台最近在维护，再等等吧。你再多投点钱进去，会更有保障的。,True
案例-5,郑某,不行了，我感觉不对劲，我要报警！,False
案例-6,张强,嗨，小莉，我是张强，在交友网站上看到你的资料，觉得我们挺有共同兴趣的。,False
案例-6,李莉,你好，张强，谢谢你的留言！我也觉得你的资料很有趣，特别是你喜欢旅游这一点。,False
案例-6,张强,是啊，我经常到世界各地旅游。最近刚从马尔代夫回来，感觉非常棒。有机会一定要带你一起去！,False
案例-6,李莉,听起来很棒，我也一直想去马尔代夫呢！,False
案例-6,张强,对了，小莉，现在网上很多人都冒充别人，通过虚假信息来骗钱。我们还是互相验证一下身份吧，这样聊起来也更放心。,False
案例-6,李莉,是的，你说得对。那我们应该怎么验证呢？,False
案例-6,张强,我们可以加一下微信，通过视频聊天进行验证。这样我们就能真正了解彼此了。,False
案例-6,李莉,好主意，我的微信号是lili123，你加我吧。,False
案例-6,张强,添加你了，我们聊聊吧。,False
案例-6,李莉,好的。,False
案例-6,张强,小莉，和你视频聊天真的很开心。让我感觉我们很投缘。,False
案例-6,李莉,我也觉得。你真诚又有趣。,False
案例-6,张强,小莉，其实我有个计划，想和你分享一下。我最近在一个投资项目上赚了不少钱，如果你也有兴趣，我可以教你。,True
案例-6,李莉,真的啊？听起来不错。是什么投资项目？,False
案例-6,张强,是这样的，我在一个理财平台上投资了外汇，回报率高达百分之三十，而且很安全。要不我带你一起投，这样我们都能赚钱。,True
案例-6,李莉,外汇投资？我对这块不太了解，会不会有风险？,False
案例-6,张强,放心吧，这个平台很正规，是我经过多方面调查才决定投的。而且我已经赚了很多钱，再加上我会全程指导你，不会有问题的。,True
案例-6,李莉,嗯，你这么说我就放心一些了。但是投资金额会不会太高？,False
案例-6,张强,其实开始可以投个一两万，看看效果。如果觉得不错，再加大投资，这样比较保险。,True
案例-6,李莉,那好吧，就按你说的做。你能帮我注册账号吗？,False
案例-6,张强,当然可以。我需要一些你的基本信息来帮你注册，比如姓名、身份证号和银行卡号。不用担心，这些信息只用于平台注册，不会泄露的。,True
案例-7,张强,你好，我是群里的张强，非常高兴认识你，我听说你也是对各种商品很感兴趣？,False
案例-7,王丽,是的，我刚进群不久，还在学习怎么低价购买和转卖这些商品。,False
案例-7,张强,太好了，我已经在这个圈子好几年了，有很多经验可以分享给你，比如哪个平台有优惠券，哪种商品最好卖。,False
案例-7,王丽,听起来不错，谢谢你愿意分享经验！,False
案例-7,张强,不客气。最近我发现一个新的投资机会，可以在一个叫“中鑫金业”的APP上购买投资金条，价格非常优惠，还可以用优惠券，比现在的市场价格低很多。,True
案例-7,王丽,真的吗？那听起来挺不错的，你自己也在用这个APP吗？,False
案例-7,张强,当然了，我已经用了一段时间，赚了不少钱。你可以先小额试试购几根金条，感受一下。,True
案例-7,王丽,好的，我先买几根试试看。,False
案例-7,张强,你放心，用我的优惠券购买绝对不会亏。而且“中鑫金业”是正规公司，可以通过苹果应用商店下载和注册，每天都有两次抢购机会。,True
案例-7,王丽,好的，我刚下单了，几天后就收到了，质量很好啊。,False
案例-7,张强,那就对了！如果你愿意，可以再多买几根，现在市场价格在上涨，购买这些低价金条肯定稳赚不赔。,True
案例-7,王丽,嗯，听起来确实不错，我准备再多买几根。,False
案例-7,王丽,我现在已经投入了不少钱买金条了，今天发现平台的价格比市场还要低很多，上不去购物了，也联系不到客服了，是不是哪里出了问题？,False
案例-7,张强,啊？我也不清楚，不过平台有时候会有系统维护，要不再等等？再不行我们一起去公司看看。,True
案例-7,王丽,好吧，我再等等看。但愿只是暂时的系统问题。,False
案例-8,李强,老铁您好，我是李强，最近我们团队在做一个非常有前景的投资项目，有兴趣了解一下吗？,True
案例-8,王伟,嗯，李强你好，我是王伟。什么样的项目？,False
案例-8,李强,我们团队专注于区块链数字货币投资，最近在一个新项目上取得了不错的回报，很多投资者都赚了不少钱。你只需要简单投资一点，就可以获得高额回报哦！,True
案例-8,王伟,听起来不错呢，有具体的投资方案和收益介绍吗？,False
案例-8,李强,当然有啦！我们这个项目的回报率高达20%，而且风险很低。你可以先投个几千元试水一下，看看回报情况，我可以带你操作。,True
案例-8,王伟,嗯，回报率听起来确实不错。那项目的具体操作流程是怎样的呢？,False
案例-8,李强,操作很简单，你只需要注册一个账户，然后通过我们的投资平台进行充值。我会全程指导你操作，保证你轻松赚钱。,True
案例-8,王伟,好的，我先注册一个账户，再联系你。,False
案例-9,李明,您好，我是这个群的管理员，最近有没有关注过投资方面的信息？,False
案例-9,王芳,没有太多关注，是有什么好的推荐吗？,False
案例-9,李明,是这样的，我这边最近发现了一个很不错的投资平台，收益相当可观，想推荐给群里的成员。,True
案例-9,王芳,真的吗？你能详细介绍一下吗？,False
案例-9,李明,当然，这是一个正规的平台，我自己也在上面投资，每天都能看到收入。你可以先试试投几千块试水。,True
案例-9,王芳,听起来不错，你能教我怎么操作吗？,False
案例-9,李明,好的，你可以先扫描这个二维码下载APP，注册后告诉我你的账号，我来手把手教你操作。,True
案例-9,王芳,好的，我下载好了，已经注册了，这是我的账号。,False
案例-9,李明,很好，现在你可以先投几千块钱试一下，很快就能看到回报。,True
案例-9,王芳,我投了5000元进去，接下来怎么操作？,False
案例-9,李明,你只需要等收益，平台会自动为你操作交易。你看，我这几天都赚了不少。,True
案例-9,王芳,真的，我看到账户上确实有收益了！,False
案例-9,李明,恭喜你！看到效果了吧？如果加大投资金额，收益会更高哦。,True
案例-9,王芳,那我再投10万元，希望能有更多的回报。,False
案例-9,李明,好的，你这次一定会看到更大的收益，请耐心等待。,True
案例-9,王芳,过去几天了，我怎么还没有看到新的收益呢？,False
案例-9,李明,哦，可能是系统延迟了，你再等等。,True
案例-9,王芳,我等了好多天了，还是没有反应，是不是出了什么问题？,False
案例-9,李明,别担心，我去帮你查一下。,True
案例-9,王芳,你查的怎么样了？为什么账户里的钱还是提不出来？,False
案例-9,李明,哎，不好意思，这边网络有点问题，我再试试。,True
案例-9,王芳,你还在吗？我怎么联系不上你了？,False
案例-9,李明,不再回复,True
案例-10,吴丹,最近有个中鑫金业App，他们的黄金价格比市场价低20元1克，你听说过吗？,False
案例-10,张华,是吗？这个价格真是很诱人啊，真的假的？,False
案例-10,吴丹,我试试看吧，反正先买个10克试试水，看看能不能赚点零花钱。,False
案例-10,李明（诈骗者）,欢迎光临中鑫金业App，我们的黄金价格绝对市场最低，还有限量促销哦，近期回馈新用户，请放心购买。,True
案例-10,吴丹,我买了10克黄金，好像真的赚了点，小赚了200元。,False
案例-10,张华,看来这真是一个好机会啊，我也准备买点试试看。,False
案例-10,吴丹,我决定加码买更多了，20克、30克，这次要大赚一笔。,False
案例-10,李明（诈骗者）,欢迎回来，感谢您的信任，我们这里有更多的限量黄金等你来抢购，快来拿下这些绝佳的投资机会吧！,True
案例-10,吴丹,我借了不少钱，透支了信用卡，但这次我要下大单，买个100克。,False
案例-10,张华,我也跟进了，借款买了不少黄金，准备赚大钱。,False
案例-10,吴丹,我的黄金到了，但是这次怎么卖不出去？,False
案例-10,张华,我的也是，怎么回事啊，难道...？,False
案例-10,李明（诈骗者）,请稍等，我们的售后团队正在解决您遇到的问题，请您放心，所有黄金都是有保障的。,True
案例-10,吴丹,我联系不上他们了，中鑫金业App的公司也失联了。,False
案例-10,张华,糟了，这肯定是骗局！我损失惨重。,False
案例-10,范某某（法人）,大家请放心，不要担心，我们会解决所有问题，请耐心等待。,True
案例-10,吴丹,这些都是骗人的，我们被彻底坑了。,False
案例-11,阿强,阿仁哥，听说你最近一直想发财？我认识一个人，他在缅甸那边做生意赚了不少钱，要不要一起去试试？,True
案例-11,阿仁,真的？那个人可靠吗？我确实想找个机会赚大钱。,False
案例-11,阿强,当然可靠，他叫胖子，他那边有很多机会，保证你能挣到钱。先让你认识他吧。,True
案例-11,胖子,你好，阿仁是吧？我朋友阿强说了你想来这边发展。我们这边确实有很多赚钱的机会，你愿意来试试吗？,True
案例-11,阿仁,具体是什么生意？能详细说说吗？,False
案例-11,胖子,这边主要是做金融投资的，操作很简单，我们有专门的人教你，而且回报非常高。你看我，下了几个月就赚了一大笔钱。,True
案例-11,阿仁,听起来不错，我怎么过去呢？,False
案例-11,胖子,我这边有个朋友叫阿唐，他很有经验，能帮你安排偷渡过来，一点也不危险。到时候你就跟着他过去就行了。,True
案例-11,阿仁,好，那我们怎么联系阿唐？,False
案例-11,阿唐,阿仁，我是阿唐。阿强和胖子都说了你的情况，我已经安排好了偷渡，你只需要按计划做就行。有专人带你们过境，保证安全。,True
案例-11,阿仁,好，我听你安排。,False
案例-11,兰陵王,阿仁，欢迎加入我们。我们公司有严格的管理制度，还有专业的培训，保证你能快速上手。记住，你只需要按照我们的话术和流程进行操作，收入绝对不成问题。,True
案例-11,阿仁,好的，我会尽快学会这些话术。,False
案例-11,客户A,你好，我看到你们的广告，想咨询一下具体的投资项目。,False
案例-11,兰陵王,您好，我们是一家专业的金融投资公司，有多种高收益的投资项目可以选择，回报率非常可观。我们会提供一对一的投资指导，确保您的资金安全。,True
案例-11,客户A,听起来不错，请问如何开始投资？,False
案例-11,兰陵王,首先，您需要下载我们的专用App，在上面进行注册。我们会给您的账户充值一些初始资金，您可以用这些资金进行投资，体验我们平台的高收益。,True
案例-11,客户A,好的，我会立即下载注册。,False
案例-11,兰陵王,注册后，请按照平台提示进行实名认证，然后我们会有专人联系您，指导您进行投资操作，请放心，我们的投资顾问都是经过专业培训的。,True
案例-11,客户A,好的，我已经注册了，接下来怎么做？,False
案例-11,兰陵王,很好。现在请您按照平台指引，进行初始投资，金额不需要太大，感受一下平台的收益，这样您可以更放心地进行后续的投资。,True
案例-12,刘强,你好，我是刘强，你可以叫我小刘，偶然在这个平台看到你的视频，感觉你特别有气质，想跟你交个朋友，可以吗？,False
案例-12,张敏,你好，小刘，我是张敏。其实我平时也挺喜欢交朋友的，很高兴认识你。,False
案例-12,刘强,我以前是当兵的，退伍后一直忙着打拼事业，现在是个“钻石王老五”。你也工作很忙吧？,False
案例-12,张敏,是啊，工作确实挺忙，不过听你这么说，你肯定很优秀，事业上一定做得很好吧。,False
案例-12,刘强,还好吧，就是踏踏实实做事。你呢？平时有什么爱好？我们可以一起分享一下。,False
案例-12,张敏,我喜欢看书和旅行，特别喜欢去一些历史悠久的地方。你呢？,False
案例-12,刘强,我也喜欢旅行，尤其是跟志同道合的人一起。希望以后有机会一起去旅行。,False
案例-12,刘强,对了，我最近发现一个很不错的投资项目，已经赚了不少钱。如果你有兴趣，也可以试试。,True
案例-12,张敏,真的吗？能告诉我是什么项目吗？,False
案例-12,刘强,是一个叫“泓德合办”的投资平台，我还有朋友在里面当操盘手。这个平台可以提供一些内部消息，跟着消息操作基本上都会赚钱。,True
案例-12,张敏,听起来很不错，我该如何开始呢？,False
案例-12,刘强,我发个链接给你，你注册后下载APP，然后我再介绍一个客服给你，他会指导你操作。,True
案例-12,张敏,好的，我马上注册。,False
案例-12,客服-小李,您好，我是泓德合办的客服小李，这里有一个“卫星传感系统”板块的股票，您可以先试试，买10000元的测试一下。,True
案例-12,张敏,好的，我已经购买了10000元的股票。,False
案例-12,客服-小李,您真是有眼光！现在可以提现了，您看看有没有到账。,True
案例-12,张敏,真的收到了12700元，看来这个平台确实不错。,False
案例-12,刘强,我就说这个平台很靠谱吧！你可以再购买几只其他的股票，继续操作。,True
案例-12,张敏,好的，我再试试。,False
案例-12,张敏,我刚刚追加投资了100000元，但是现在怎么不能提现啊？,False
案例-12,客服-小李,您好，您的投资笔数过多，导致数据异常被冻结，需要配合我们进行解冻，否则无法提现。,True
案例-12,张敏,那我该怎么办？,False
案例-12,客服-小李,请向这个账户分别转32000元和64000元，我们会帮助您解冻。,True
案例-12,张敏,我已经转账了，为什么还不能提现？,False
案例-12,客服-小李,抱歉，系统仍在处理，您需要再转一笔资金以确保解冻成功。,True
案例-12,张敏,不对劲，我不再转钱了。,False
案例-12,张敏,刘强，你怎么也联系不上了？原来我被拉黑了！,False
案例-13,李军,你好，我是李军，现在是一名现役军人，很高兴能在这里认识你。,True
案例-13,柳女士,你好，李军。你看起来真的很帅气，你的工作一定很辛苦吧？,False
案例-13,李军,是的，工作是有些辛苦，而且因为工作原因，我们很难用微信聊天。我建议你下载一款名为‘瑞达信’的聊天软件，我们可以更方便地交流。,True
案例-13,柳女士,好的，我现在就去下载‘瑞达信’。,False
案例-13,李军,太好了，我们可以在那里继续聊。对了，我很喜欢你，不知道你对我有没有同样的感觉？,True
案例-13,柳女士,我也喜欢你，李军。我觉得我们很合适。,False
案例-13,李军,那我们就算正式确定关系了吧？未来我会努力工作，让我们的小家庭更加幸福。,True
案例-13,柳女士,好的，李军，我相信你。,False
案例-13,李军,为了我们的未来，我想带你一起投资赚钱。我知道有一个很好的投资平台‘夸可’，我已经在里面赚了不少钱。你也可以加入，我们一起努力增加保障。,True
案例-13,柳女士,真的吗？那太好了，李军。我应该怎么操作？,False
案例-13,李军,你需要下载‘夸可’这款APP，然后按照我的指导进行投资。具体步骤我会一步步告诉你。,True
案例-13,柳女士,好的，我马上去下载‘夸可’。,False
案例-13,李军,你下载好之后，先投入一部分资金试试水。如果有问题，我随时帮你解决。,True
案例-13,柳女士,我已经按照你的说法投入了钱，但现在不能提现，该怎么办？,False
案例-13,李军,别担心，可能是平台临时出现了问题。再等等看，如果还不能提现，我会帮你联系客服解决。,True
案例-13,柳女士,好的，希望真的没问题。,False
案例-13,柳女士,李军，你怎么联系不上了？平台的问题还没解决，我的钱都提不出来，怎么回事？李军？,False
案例-14,张伟,大家好，我是中鑫诚投资有限公司的销售代表张伟，很高兴为大家介绍我们公司最新推出的中鑫金业App，我们的黄金产品价格非常优惠，每克比市场价低20元，欢迎大家踊跃抢购。,True
案例-14,吴丹,你好，我是吴丹，听说你们的黄金价格很优惠，请问具体怎么购买呢？,False
案例-14,张伟,吴小姐，我们的黄金产品每天早上十点和晚上八点限量抢购，您只需要下载我们的中鑫金业App，注册一个账号，就可以参与抢购了。每个账号每天最多只能下两单，所以需要手速哦。,True
案例-14,吴丹,听起来很不错，我已经下载了App并注册好了账号，准备抢购了。,False
案例-14,张伟,太好了，吴小姐。建议您从少量开始尝试，我们的产品保证是足金，您可以放心购买。如果有任何问题，可以随时联系我的微信。,True
案例-14,吴丹,我刚刚下单购买了10克黄金，请问到货后可以到金店验货吗？,False
案例-14,张伟,当然可以，吴小姐，我们的黄金产品保证是真金白银，您验货后如果有任何问题，随时联系我们客服退换货。,True
案例-14,吴丹,好的，感谢答复，我会先验货。如果是真的，我会继续购买更多。,False
案例-14,吴丹,验货之后是足金，我继续购买了20克，这次让我赚了400元。你们的产品真的很好。,False
案例-14,张伟,非常感谢您的支持，吴小姐。现在有预售活动，您可以透支更多购买，这样能抢到更多优惠哦。,True
案例-14,吴丹,真的吗？那我试试。我刚透支了信用卡和花呗，还有借款，加上亲戚的帮助，共买了760克黄金。,False
案例-14,张伟,吴小姐，您真是我们的超级VIP客户，请放心，这些黄金很快就会发货，我们的客户都会优先发货。,True
案例-14,吴丹,可是客服现在变成自动回复了，有点担心，会不会发货呢？,False
案例-14,范某某,大家好，我是中鑫投的法人范某某，现在出现了一些问题，请大家稍安勿躁，我们会尽快解决，保障大家的利益。,True
案例-14,许科,刚刚看到范总的视频，稍微放心了，希望能尽快处理好，我购买了640克黄金，如果这次出问题，我就完了。,False
案例-14,范某某,许先生，您放心，我们也在积极处理，一定会给大家一个交代。,True
案例-14,警方,大家好，这里是深圳警方，我们已经立案调查此案，请受害者们及时报案，提交相关证据。,False
案例-15,李洋,您好，刘女士，我叫李洋，是一名现役军人，因为工作原因不方便使用微信，可以请您下载“手伴”聊天软件交流吗？,False
案例-15,刘丽,好的，李先生，我现在就下载。,False
案例-15,李洋,刘女士，这段时间聊得很投缘，也很高兴认识您。我想和您分享一个投资机会，我的一些战友通过投资股票理财赚了不少钱，您有兴趣了解一下吗？,True
案例-15,刘丽,谢谢李先生的信任，能详细聊聊吗？我对此有点兴趣。,False
案例-15,李洋,其实很简单的，您只需要按照我说的步骤操作，就可以获得不错的回报。首先，我会发送您一个投资理财的网站链接，您注册后充值资金，之后按照平台提示进行相应投资就好了。,True
案例-15,刘丽,听起来不错，那我先试试看。,False
案例-15,李洋,那太好了。您可以先少量投资，看看收益如何，然后再决定是否追加投资。如果有什么问题，可以随时联系我。,True
案例-15,刘丽,好的，我已经注册并充值了，接下来该怎么操作？,False
案例-15,李洋,非常好，接下来您按照网站上的提示进行投资操作就行了。记得把资金分散投资，这样风险会更小哦。,True
案例-15,刘丽,好的，谢谢提示。,False
案例-15,李洋,刘女士，您真是投资天才啊。很快就能看到不错的回报了，您最近有没有考虑追加投资？我这边有个新的项目推荐给您，回报率更高。,True
案例-15,刘丽,是吗？那我考虑一下追加一些。,False
案例-15,李洋,太好了，您这样做就对了。早一点投资，早一点受益。如果还有其他问题，随时找我。,True
案例-15,刘丽,好的，我会再往账户里转账一下。,False
案例-15,刘丽,李先生，不好意思，我发现现在这个投资网站无法登录了，请问发生了什么？,False
案例-15,李洋,(无法联系),False
案例-16,李明,你好，程女士。我在交友平台上看到了你的资料，觉得我们挺有缘的，想和你聊聊。,False
案例-16,程丽,你好，李先生。我也很高兴认识你。你是做什么工作的？,False
案例-16,李明,我是一名建筑工程师，目前在国外工作。上班时间有点长，不过还好，工作比较体面。平时时间不多，但是很乐意和你交流。,False
案例-16,程丽,听起来很不错，你要注意身体啊，不要太累了。,False
案例-16,李明,谢谢你，你真是太体贴了。最近天气转凉了，你也要注意保暖。,False
案例-16,李明,最近有没有什么让你困扰的事情呢？我可以帮忙听听。,False
案例-16,程丽,谢谢你的关心，不过最近一切还好。你呢，工作顺利吗？,False
案例-16,李明,工作还算顺利，只是有点累。不过我朋友最近找到了一些很好的投资机会，我有在思考是不是要加入。,False
案例-16,程丽,投资吗？听起来不错，不过我对这方面不太了解。,False
案例-16,李明,其实也不会很复杂。我朋友在某上市公司做财务总监，有一些内部的股票消息。他说如果我们能够抓住机会，短期内可以获得高额回报。,True
案例-16,程丽,是吗？不过我还是有点担心，这些事情我不太懂。,False
案例-16,李明,理解你的担心。我们可以一起操作，我这边忙不过来，把账号和钱款发给你，你帮我操作投资就行。你也可以看看收益，自己决定要不要加入。,True
