case,speaker,content,is_fraud
案例-5,刘丽,好的，我试试。,False
案例-5,梁博,注册好了告诉我，我教你怎么操作。,True
案例-5,刘丽,我注册好了，接下来怎么做？,False
案例-5,梁博,你可以先尝试买5000元，我们的客服会给你一个银行账号，把钱转到这个账号上，然后充值到你的APP账户里。,True
案例-5,刘丽,好的，我已经转了5000元。,False
案例-5,梁博,很不错，现在账户里有5500元了吧？你看，已经赚了500元！,True
案例-5,刘丽,真的有！这次赚了500元，那我再投一些看看。,False
案例-5,梁博,好呀，继续这样操作，很快就能赚更多钱了。,True
案例-5,刘丽,我又投了几笔，现在账户上有一大笔钱了，我想提现出来。,False
案例-5,梁博,提现可能需要点时间，别着急，继续这样做赚更多吧。,True
案例-5,刘丽,可是我试了几次都提不出来，这是什么情况？,False
案例-5,梁博,这个再等等，我帮你联系一下客服。,True
案例-6,潘伟,嗨，郑华，我最近找到一个很好的投资平台，赚钱非常轻松。你有兴趣了解一下吗？,True
案例-6,郑华,真的吗？什么平台，风险大不大？,False
案例-6,潘伟,不大，这个平台我已经操作了一段时间了，跟着我的步骤来绝对没问题。我刚刚赚了一笔，把链接发给你，你扫码进去试试吧。,True
案例-6,郑华,听起来不错，我试试。入口呢？,False
案例-6,潘伟,这是链接，直接扫码进去就可以了。刚开始你可以先投个100元试试，看看效果如何。,True
案例-6,郑华,好的，我投了100元进去。接下来要怎么操作？,False
案例-6,潘伟,按照平台的提示来操作，很简单。我看了下，你现在已经赚了些钱，想提现试试吗？,True
案例-6,郑华,嗯，我想试试提现，不知道能不能成功。,False
案例-6,郑华,诶，我发现提现不了，怎么回事？,False
案例-6,潘伟,哦，这是正常的，可能是你操作有点问题。你先再充值点钱进去，我帮你操作，这样更有保障。,True
案例-6,郑华,真的吗？那好吧，我再充点钱看看。,False
案例-6,潘伟,对的，你放心，这个平台是我亲自测试过的，绝对没问题。你可以多投点，收益会更高。,True
案例-6,郑华,我已经找了几个贷款平台，借了几万元投进去了，应该可以赚不少吧。,True
案例-6,潘伟,当然，我也是这么做的，现在赚得盆满钵满。继续按照步骤来操作，很快就能见到回报。,True
案例-6,郑华,为什么我还是提不了现？是不是哪里出问题了？,False
案例-6,潘伟,可能是系统维护或者网络问题吧，你再等等，通常过一段时间就好了。,True
案例-6,郑华,等等还是不行，我是不是被骗了？,False
案例-6,潘伟,怎么会呢？我也在用，你要相信我。再等等，或者再加些资金进去试试。,True
案例-6,郑华,我觉得真的不对劲了，我得报警。,False
案例-7,赵强,您好！我是某购物平台的客服，我们最近有一个优惠活动，您只需下载安装我们的App并进行少量刷单任务，就可以获得高额返利。,True
案例-7,于洁,真的吗？这个活动听起来不错，怎么刷单呢？,False
案例-7,赵强,您只要下载这个App，然后按照里面的指引进行购买和付款，就可以立刻得到返利，操作非常简单。,True
案例-7,于洁,好的，我试试看。,False
案例-7,赵强,太棒了！您现在付款20元试一下，完成后您会立刻看到30元的返利到账。,True
案例-7,于洁,我已经付款了，果然返了30元，非常感谢！,False
案例-7,赵强,不客气！您可以继续多做几单，金额越大，返利越高哦。,True
案例-7,于洁,那我再付款100元试试。,False
案例-7,赵强,已经收到您的付款，您会看到150元返利，很快就可以到账。,True
案例-7,于洁,好的，我看到返利了，再多做几单应该有更多返利吧。,False
案例-7,赵强,当然了！您可以多刷几单大额的，这样返利更多。建议您一次转账5000元，这样返利可以达到7500元哦。,True
案例-7,于洁,好，我转账5000元。,False
案例-7,赵强,转账已经收到，返利稍后就会到账，请稍等片刻。,True
案例-7,于洁,我等了一段时间，但是没有看到返利到账，是不是出了什么问题？,False
案例-7,赵强,可能是系统延迟，您再转账5000元试试，这次肯定会到账。,True
案例-7,于洁,可是我已经转了很多钱了，真的能返利吗？,False
案例-7,赵强,放心吧，绝对可以到账的。您再转5000元，这次我们会优先处理。,True
案例-7,于洁,好吧，我再试一次。,False
案例-7,赵强,您的转账已经收到，我们正在处理返利，请稍等。,True
案例-7,于洁,我等了很久还是没有收到返利，请你们快点处理，之前承诺的返利都没有到账。,False
案例-7,赵强,对不起，您的账号可能被系统误判为异常，我们暂时无法返利。,True
案例-7,于洁,你们居然把我拉黑了！我被骗了这么多钱，该怎么办？,False
案例-8,何明,你好，我是何明，看到你的朋友圈感兴趣，想和你聊聊，可以加个好友吗？,True
案例-8,李丽,你好，我是李丽，不知道我们有认识吗？,False
案例-8,何明,我们没有见过面，但我觉得你很有趣，你平时喜欢做些什么呢？,True
案例-8,李丽,我平时喜欢看书和旅行，你呢？,False
案例-8,何明,我也是喜欢旅行的，我最近在研究一些投资项目，能带来不错的回报。你有兴趣了解一下吗？,True
案例-8,李丽,听起来不错，可以详细说说吗？,False
案例-8,何明,当然可以，我最近在做一个股票投资项目，这个项目回报率很高，而且风险很低。我可以给你看看我之前的收益截图。,True
案例-8,李丽,那挺好，你能给我看一下吗？,False
案例-8,何明,当然，这是我上个月的收益截图，你可以看看，非常稳定。你不用担心，只要按照我的方法操作，绝对稳赚不赔。,True
案例-8,李丽,看起来很不错啊，我怎么参与呢？,False
案例-8,何明,你先需要下载一个投资软件，我们可以通过这个软件一起操作。这个软件非常安全，又方便。,True
案例-8,李丽,好的，我现在就去下载。,False
案例-8,何明,下载好了之后，注册一个账号，绑定你的银行卡。然后按照我的指示操作，就可以开始投资了。,True
案例-8,李丽,这样安全吗？,False
案例-8,何明,当然安全，这是我和很多朋友在用的软件，从来没有出现过问题。你不用担心。,True
案例-8,李丽,那好吧，我先试试看。,False
案例-8,何明,嗯，记得按照我的步骤来操作，不懂的随时问我。,True
案例-9,李华,你好，我是通过陌陌认识你的，非常高兴能和你聊天。,False
案例-9,王梅,你好，我也很高兴认识你。你是做什么工作的呀？,False
案例-9,李华,我在一家投资公司工作，主要是做些金融投资的项目。最近有些项目收益不错，感觉机会挺难得的。,True
案例-9,王梅,听起来不错呀。你能具体说说吗？,False
案例-9,李华,当然可以。其实我们公司最近在推一个新的线上投资项目，这个项目的收益率很高，而且风险可控。我自己和身边的朋友都已经投了，效果都不错。,True
案例-9,王梅,听起来真的很吸引人。这种投资需要怎么操作呢？,False
案例-9,李华,操作很简单，你只需要注册一个账户，然后通过我们的平台进行投资就行了。我可以帮你推荐给我们的客服，他们会专门指导你操作。,True
案例-9,王梅,谢谢你，李华，真的太感谢了。这个平台可靠吗？,False
案例-9,李华,这个平台经过了严格的审查和验证，非常可靠。你看我和这么多朋友都赚钱了，你就放心吧。,True
案例-9,王梅,好吧，那我试试看怎么注册。,False
案例-9,李华,我这边给你推荐一个客服，她叫吴艳，她会一步步教你如何注册和投资的。,True
案例-9,吴艳,你好，我是吴艳，我这边负责指导新用户注册和投资，请问你现在方便吗？,True
案例-9,王梅,可以的，你告诉我怎么操作吧。,False
案例-9,吴艳,好的，请你先打开这个网址，按提示填写你的基本信息，然后绑定你的银行卡和手机号。注册成功之后，你会收到一个确认邮件，按照邮件中的提示完成账户激活。,True
案例-9,王梅,我已经注册好了，现在该怎么操作呢？,False
案例-9,吴艳,接下来请你登录平台，进入投资界面，你可以看到有很多投资项目，根据你的资金情况选择一个合适的进行投资就可以了。首次投资我们公司还会赠送一些福利呢。,True
案例-9,王梅,好的，我已经投资了1万元。接下来是等收益吗？,False
案例-9,吴艳,是的，你可以随时登录平台查看你的投资情况，有问题随时找我或者你的业务经理李华。,True
案例-9,王梅,好的，谢谢你们，我会好好关注的。,False
案例-10,小峰,你好，我对你们这份工作岗位非常感兴趣，可以了解一下具体的情况吗？,False
案例-10,张经理,你好，我们这边是成都的一家金融公司，主要招聘境外工作岗位，工作内容很简单，每天主要是用电脑和手机操作，轻松赚大钱，每月收入可以达到几万元哦！,True
案例-10,小峰,听起来不错，那这个工作具体是做什么的呢？,False
案例-10,张经理,主要是从事合法的货币业务，我们有正规的渠道，每天操作一些基础的金融业务就可以了。公司会提供培训，不需要有金融背景。,True
案例-10,小峰,了解了，那我需要准备什么材料吗？,False
案例-10,张经理,只需要准备护照和个人基本资料就行，我们公司会负责你的签证和机票费用，到达柬埔寨后会有专人接待。,True
案例-10,小峰,好的，那我准备一下，什么时候出发合适？,False
案例-10,张经理,很快的，下周就可以安排你们一批人出发。到时候我们会安排车辆统一接送，保证你的安全和权益。,True
案例-10,小峰,好的，我会尽快准备。,False
案例-10,小峰,你好经理，我已经到了柬埔寨，下一个步骤是什么？,False
案例-10,张经理,欢迎来到，接下来我们会带你去园区报到，进行基础培训，很快你就能上手开始工作了。,True
案例-10,小峰,怎么这里看起来像监狱一样？还有持枪的守卫？,False
案例-10,张经理,别担心，这是为了保障大家的安全，确保不会有陌生人混进来影响工作。这里大家都在努力工作，你也会很快适应的。,True
案例-10,小峰,我感觉有点不对劲，但还是会试试。,False
案例-10,培训师李教,大家好，我是你的培训师李教。接下来我会教你们如何通过网络进行金融操作，赚取高额利润。首先，我们要学习的是吸粉步骤。,True
案例-10,小峰,吸粉是什么？,False
案例-10,培训师李教,吸粉就是通过微信、微博等平台发布专业的投资理财文章，吸引国内的股民关注我们，完成粉丝积累。,True
案例-10,小峰,然后呢，我们怎么赚钱？,False
案例-10,培训师李教,接下来是打粉，和粉丝建立信任关系，扮演股票大师，通过专业话术交流，把他们拉入我们的投资交流群。一旦他们开始炒群，炒作气氛，我们就可以推出我们的DCEP项目，对他们进行投资诱导。,True
案例-10,小峰,DCEP是什么？,False
案例-10,培训师李教,DCEP是我们声称的数字人民币，是国家政策扶持的投资风口，我们开发了一个APP，可以随时操控这款币的涨跌，吸引他们投资，最后达到诈骗的目的。,True
案例-10,小峰,明白了，这种操作看起来确实能赚到很多钱。,False
案例-10,小丽,小峰，我真的感到你对我很好，多亏了你的帮助，我才能在投资领域有这么大的进步，我们什么时候见面？,True
案例-10,小峰,不用谢，都是我应该做的，我也很想见你，不如我们就定个时间约在国内见面吧。,False
案例-10,小丽,好的，那咱们下个月在成都见面吧。我真希望我们能早日见到彼此。,True
案例-10,警方,小峰，我们发现你最近有往返柬埔寨的记录，可以说一下原因吗？,False
案例-10,小峰,嗯，我是去那边做金融工作的，现在回来是想见一个网恋的女友。,False
案例-10,警方,我们怀疑你参与了跨国诈骗活动，请你协助调查。,False
案例-10,小峰,好吧，我承认，我是在柬埔寨从事电信网络诈骗的。这次回来就是为了见见我女友，没想到自己也被诈骗了。,False
案例-11,王伟,你好，林女士，我在租房平台看到您的房源信息，我对您的房子很感兴趣。,False
案例-11,林芳,你好，王先生，请问您对房子有什么要求吗？,False
案例-11,王伟,我没有什么特别的要求。为了让您放心，我先发我身份证件给您看一下。,False
案例-11,林芳,好的，看起来一切都很正规。另外，您打算租多久？,False
案例-11,王伟,我打算至少租三年。如果条件合适的话，可能会更久。,False
案例-11,林芳,那真是太好了。我还有个问题，您介意预付多少房租吗？,False
案例-11,王伟,我没问题，可以预付一年的房租，这样对大家都方便。,False
案例-11,林芳,非常感谢，那我们什么时候可以签合同呢？,False
案例-11,王伟,我们可以这周末见面签合同。这段时间多交流一下也好。,False
案例-11,王伟,对了，聊点别的话题，我最近在证券公司工作，发现了一些特别的投资机会。,True
案例-11,林芳,哇，这听起来不错。我对投资也有点兴趣，能详细说说吗？,False
案例-11,王伟,其实是这样的，我发现证券交易系统有个小漏洞，特定时间操作，能赚不少钱。要不下次我忙不过来的时候，您可以帮我操作一下？,True
案例-11,林芳,好啊，听起来不难，我可以试试。,False
案例-11,王伟,那太好了，我把操作链接和账号密码发给您，步骤很简单，您按提示操作就行。,True
案例-11,林芳,好的，我试试看。,False
案例-11,林芳,天啊，真的是赚了好几万！这真是太神奇了。,False
案例-11,王伟,哈哈，我不是说了吗？这可是个好机会。不过要保密哦，机会难得。,True
案例-11,林芳,放心吧，我不告诉别人。王先生，你能教教我怎么玩这个吗？我也想赚点钱。,False
案例-11,王伟,当然可以，我们一起赚大钱。不需要太多，一开始可以小投入，慢慢增加。,True
案例-11,林芳,好的，那我先投一点试试看。,False
案例-11,王伟,没有问题，我会给您全程指导，放心吧。,True
案例-11,林芳,太感谢了王先生，我感觉很有信心。,False
案例-11,王伟,不客气，我们是合作伙伴，要互相信任。,True
案例-11,林芳,嗯，我会按照您的建议继续投资的。,False
案例-11,王伟,太好了，我也有信心我们会赚大钱。,True
案例-11,林芳,等等，为什么我现在联系不上你了？,False
案例-12,刘浩,王女士你好，我是刘浩，最近我们在群里讨论的那个投资平台真的很不错，我已经赚了不少钱。你要不要也来试试？,True
案例-12,王丽,真的吗？听起来不错，具体怎么操作啊？,False
案例-12,刘浩,很简单啊，我会手把手教你。你可以先扫描我发给你的二维码下载这个APP，然后注册账户。我也是从这里开始的。,True
案例-12,王丽,好的，我试试。已经下载好了，接下来呢？,False
案例-12,刘浩,很好！接下来你可以先充些小钱进去试试水，可以充个几千块，我会带着你操作，确保你赚钱。,True
案例-12,王丽,那么我先充5000块进去吧，接下来怎么操作？,False
案例-12,刘浩,接下来你可以按照我发给你的步骤来操作投资，很快就会有收益的。你看我这几天每天都有收入进账。,True
案例-12,王丽,真的呢，我看到了，收益不错。那再多投点是不是收益会更好？,False
案例-12,刘浩,当然了，多投多赚。你可以试着充10万进去，收益肯定会更亮眼。,True
案例-12,王丽,好，那我再充10万块进去试试。,False
案例-12,王丽,我怎么提现不了了？平台显示余额了，可钱怎么也提不出来？,False
案例-12,刘浩,可能是系统问题，我帮你看看。不过你先别担心，可能过几个小时就好了。,True
案例-12,王丽,这都几天了，还是不行啊。你人呢？怎么联系不上了？,False
案例-13,李明,嗨，你好！我看了你的个人资料，觉得我们很有共同爱好，可以聊聊吗？,False
案例-13,张华,你好啊！当然可以。没想到竟然有人和我有这么多共同点。,False
案例-13,李明,是啊，我也很惊讶。对了，我最近发现了一个很不错的投资项目，感兴趣的话可以一起了解一下哦。,True
案例-13,张华,真的吗？我倒是一直想找一个值得信赖的投资项目。不过我不太懂投资，需要你多多指导了。,False
案例-13,李明,没问题，我可以帮你。这个投资平台叫“赫伯罗特”，它的回报率很高，而且操作简单。我现在已经赚了不少，推荐给几个朋友也都赚到了钱。,True
案例-13,张华,听上去不错。那我应该怎么操作呢？,False
案例-13,李明,首先，你需要注册一个账号，然后我会给你一些初步的投资建议。投资的金额不用太大，先熟悉一下操作流程。,True
案例-13,张华,好的，我这就去注册。弄好了再向你请教一下具体怎么投。,False
案例-13,李明,注册好了告诉我，我带你一步步来。记得一开始不要投入太多，熟悉操作后再慢慢增加。,True
案例-13,张华,好嘞。注册好了，我投了1000元，接下来怎么做？,False
案例-13,李明,接下来你只需要等待平台的操作通知，我会提醒你什么时候该买进、什么时候该卖出。先体验一下，很快你就会看到收益了。,True
案例-13,张华,太好了，有你这么细心的指导，我感觉很踏实。下次有什么动向你记得提醒我。,False
案例-14,刘伟,你好，我叫刘伟，是一名退伍军人，退伍后一直忙于事业，现在是个钻石王老五。很高兴在这里认识你。,True
案例-14,张丽,你好，刘先生，很高兴认识你。我叫张丽。,False
案例-14,刘伟,张丽你好，我最近发现你很有趣，刚认识没几天就觉得我们很投缘，有时间一起聊聊吗？,False
案例-14,张丽,谢谢你，刘先生！我也觉得我们很合得来。,False
案例-14,刘伟,丽丽，我最近在研究投资，有个好项目，我已经在里面赚了一些钱。要不要一起试试？,True
案例-14,张丽,这个项目可靠嘛？我以前没有投资过，有点担心。,False
案例-14,刘伟,很可靠的，丽丽！这个平台我和我的朋友们都已经投资了几年了，而且还有内幕消息控制，我们一定可以赚钱的。你先用小额试试怎么样？,True
案例-14,张丽,嗯，好吧，那我就试试吧。,False
案例-14,刘伟,这是平台的链接，你下载后注册一个账户。我会让客服帮你一步步操作的。,True
案例-14,张丽,好的，我下载好了，接下来该怎么做？,False
案例-14,客服-小李,您好，我是客服小李，接下来请您在平台购买10000元的“卫星传感系统”板块股票，进行试水。3小时候可以提现测试下稳定性。,True
案例-14,张丽,好的，我刚刚购买了，看起来真的很方便呢！,False
案例-14,客服-小李,现在可以提现12700元，看看是否到账。,True
案例-14,张丽,哇，真的赚了2700元，太好了,False
案例-14,刘伟,怎么样，丽丽，我没骗你吧！这只是开始呢，你试着加大投资吧。,True
案例-14,张丽,嗯，我再投100000元，希望真能再赚。,False
案例-14,张丽,咦，为什么不能提现了，是不是哪里出问题了？,False
案例-14,客服-小李,是因为您投资笔数过多，导致数据异常，需要我们解冻，需要您再转款32000元来配合解冻。,True
案例-14,张丽,那好吧，我再转32000元，希望尽快解冻。,False
案例-14,客服-小李,账户依然锁定，需要再转64000元以完全解锁。,True
案例-14,张丽,好吧，我已经转了，希望这次不要再有问题。,False
案例-14,张丽,咦，为什么还不行？客服你在吗？刘伟你在吗？,False
案例-14,系统信息,对方已将您拉黑。,True
案例-15,大卫,亲爱的韩女士，我真的觉得自己太幸运了，能在网上遇到你。,False
案例-15,韩女士,我也很高兴遇到你，大卫。虽然我们相隔千里，但网络拉近了我们的距离。,False
案例-15,大卫,亲爱的，我在国外工作常常觉得很孤单，有你陪伴，我感觉好多了。,False
案例-15,韩女士,我会一直陪着你的，大卫。有你这样的朋友，我也感到很开心。,False
案例-15,大卫,我们聊了这么久，我越来越感觉我们的关系很特别，我觉得我爱上你了。,False
案例-15,韩女士,大卫，我也有同感。我真的很满意我们的相处。,False
案例-15,大卫,亲爱的，其实我这次受伤得到了250万美金的赔偿金，但现在这笔钱放在国外不太安全，我很担心。你能帮我保管吗？,True
案例-15,韩女士,这... 250万美金？这笔钱太多了，我有点担心。,False
案例-15,大卫,亲爱的，不用担心，这笔钱是我因为工作受伤得到的赔偿。我发给你受伤和包裹的照片，你看一下。,True
案例-15,韩女士,好的，我看到了。那好吧，我愿意帮你保管。,False
案例-15,小陈,您好，韩女士。我是航运公司员工小陈，有一个国际包裹需要入境，需缴纳32650元的定制服务费。,True
案例-15,韩女士,好的，我马上转账，请给我指定的账户信息。,False
案例-15,小陈,支付完成后，请通知我们，我们会安排后续事宜。,True
案例-15,韩女士,好的，钱已经转过去了。,False
案例-15,小陈,韩女士，很抱歉包裹里有大量贵重物品，现已被海关扣留，需要缴纳86000元关税，否则会产生罚金。,True
案例-15,韩女士,这怎么回事？我再考虑一下。,False
案例-15,民警,您好，韩女士，我们是南京市公安局的民警。我们怀疑您可能遇到诈骗，请不要向陌生账号转账。,False
案例-15,韩女士,真的啊？我的男友和航运公司的电话是真的吗？,False
案例-15,民警,这是典型的'杀猪盘'骗局，请您千万不要向他们再转账。,False
案例-15,韩女士,好的，谢谢你们的提醒，我不会再转账了。,False
案例-16,张军,你好，我叫张军，是一名现役军人，因为工作原因我们不能使用微信聊天，你可以下载一款叫“瑞达信”的聊天软件吗？,True
案例-16,柳婷,好的，我下载好了。,False
案例-16,张军,我们用了这个软件之后就可以更方便地交流啦。虽然我因为工作不能常常在你身边，但我们的感情不会受影响的。,False
案例-16,柳婷,嗯，我也觉得我们感情很好，特别是你对我的关心让我很感动。,False
案例-16,张军,现在生活虽然平静，但我们为了未来要多考虑一些。我最近发现了一款叫“夸可”的投资APP，收益很不错，我想带你一起投资，为我们的未来多一些保障。,True
案例-16,柳婷,真的吗？那我也想试试看。,False
案例-16,张军,没错，我已经投资一段时间了，回报很稳定。你注册的时候可以用我的推荐码，这样会有更多福利哦。,True
案例-16,柳婷,好的，我注册好了，怎么操作呀？,False
案例-16,张军,你先把钱转到这款APP的账户里，然后按照提示进行投资，越多的钱收益越高。你放心，这是一个很正规的平台，我也在这上面赚钱的。,True
案例-16,柳婷,我已经投了几次钱进去，但怎么一直无法提现？,False
案例-16,张军,哦，那可能是系统的问题，等一等应该会好的。,True
案例-16,柳婷,可是已经好几天了，我还是无法提现，你能帮我看看吗？,False
案例-16,张军,再等等吧，可能是最近投资的人太多了。放心，一定会解决的。,True
案例-16,柳婷,张军？你在吗？为什么不回复我了？,False
案例-17,李俊,你好，我是李俊，看到你资料觉得我们很有共同点，想认识一下。,False
案例-17,程玥,你好呀，我是程玥，很高兴认识你。,False
